"hhnum" "region" "rural" "targetgroup" "hhsize" "inchhavg_r" "povthresh_hh" "selfemployhh" "housingown" "liqassets" "anyvehicle" "largeexp" "snapnowhh" "snapnowreport" "usdafoods" "wichh" "adltfscat" "foodsufficient" "grocerylistfreq" "primstoresnaptype" "primstoredist_d" "primstoretime_d" "dietstatuspr" "eathealthyhh" "nutritioneduc" "anyvegetarian" "totalpaid" "ebt_snapamt" "itemstot"
"619" 116079 "Midwest" "Urban" 4 4 5963.285507 2005.75 0 1 1 0 0 1 1 0 -996 "High" 1 1 "SS" 2.603 8.67 4 1 0 0 43.37 43.37 9
"620" 116080 "South" "Rural" 4 2 2429.23907 1156.5 0 1 1 1 0 1 1 0 -996 "High" 1 2 "SM" 3.779 6.43 3 0 0 0 190.96 190.96 70
"621" 116084 "South" "Rural" 4 4 795 1947 0 2 1 1 0 1 1 0 -996 "High" 1 3 "SM" 0.542 2 4 0 0 0 554.06 554.06 231
"622" 116094 "South" "Rural" 4 4 4701.676 1940.25 0 1 1 1 0 1 1 0 -996 "High" 2 3 "SS" 13.102 19.98 4 0 0 0 144.32 140.08 38
"623" 116108 "Midwest" "Urban" 4 2 749 1281.166667 0 1 1 0 0 1 1 0 -996 "very low" 2 3 "SM" 1.414 4.37 3 1 0 0 72.2 72.2 29
"624" 116184 "Midwest" "Urban" 4 3 5340 1496.583333 0 2 1 1 0 1 1 0 -996 "High" 1 3 "SS" 2.37 7.82 3 1 0 0 5.85 5.85 2
"625" 116185 "South" "Urban" 4 3 1201.2 1540 0 1 1 1 1 1 1 0 1 "Marginal" 1 1 "SM" 0.992 4.05 3 0 0 0 49.6 28 7
"626" 116187 "South" "Rural" 4 3 130 1540 1 3 1 1 0 1 1 0 1 "High" 2 1 "SM" 9.977 21.07 2 0 0 0 40.06 26.07 16
"627" 116243 "South" "Rural" 4 2 320.8555855 1281.166667 0 2 1 1 0 1 1 0 -996 "Low" 2 1 "SM" 82.649 102.68 4 0 0 0 27.83 28.03 12
"628" 116261 "Northeast" "Urban" 4 4 2240 1940.25 0 1 1 1 0 1 1 0 1 "High" 1 1 "SS" 3.207 7.97 3 0 0 0 50.84 44.35 17
"629" 116263 "Northeast" "Urban" 4 5 1089.412813 2283.333333 0 1 1 1 0 1 1 0 1 "Low" 1 4 "SS" 2.676 8.42 2 1 0 0 162.74 162.74 36
"630" 116275 "South" "Urban" 4 2 1960 1281.166667 0 1 1 1 0 1 1 0 -996 "Marginal" 2 2 "SM" 0.86 3.62 2 1 0 0 43.79 43.79 15
"631" 116281 "South" "Urban" 4 6 4750.332 2748.166667 0 2 3 1 0 1 1 0 -996 "High" 1 4 "SM" 2.458 7.27 2 1 0 0 97.69 80.1 35
"632" 116295 "Midwest" "Rural" 4 1 761 995.4166667 0 2 1 1 0 1 1 0 -996 "High" 1 1 "CO" 0.437 2.55 1 1 0 0 13.96 13.96 4
"633" 116305 "West" "Urban" 4 2 2312.218875 1318.75 0 1 1 1 0 1 1 0 1 "Low" 2 1 "SM" 1.104 5.8 4 0 0 0 50.75 50.75 24
"634" 116343 "South" "Urban" 4 2 1396 1281.166667 0 1 1 1 1 1 1 0 -996 "Low" 2 1 "SM" 2.794 9.55 4 0 0 0 102.77 102.67 48
"635" 116352 "South" "Urban" 4 4 0 1973.416667 0 1 1 1 0 1 1 0 -996 "Low" 1 5 "SS" 17.623 23.75 4 0 0 0 41.9 41.9 5
"636" 116358 "South" "Urban" 4 3 1435 1540 0 2 1 1 0 1 1 0 1 "High" 1 3 "SM" 1.379 3.73 3 1 0 0 183.82 183.82 89
"637" 116361 "West" "Urban" 4 2 942.53 1156.5 1 1 1 1 0 1 1 0 -996 "Low" 2 5 "SM" 0.301 1.77 1 1 0 0 131.12 110.98 44
"638" 116369 "West" "Urban" 4 1 280 995.4166667 1 1 1 1 0 1 1 0 -996 "very low" 3 4 "SS" 1.714 4.4 4 0 0 0 130.48 130.48 43
"639" 116417 "South" "Urban" 4 7 2362.944172 2966.166667 1 1 1 1 0 1 1 0 0 "very low" 3 1 "SS" 3.71 8.77 5 0 0 0 52.87 48.7 24
"640" 116427 "South" "Urban" 4 5 1820 2248.416667 0 1 1 0 0 1 1 0 -996 "Low" 3 1 "SS" 2.347 6.35 4 1 0 0 149.4 149.4 51
"641" 116430 "South" "Urban" 4 2 288 1318.75 0 2 1 1 0 1 1 0 -996 "High" 1 5 "SM" 4.411 8.32 3 1 0 0 68.18 58.58 28
"642" 116434 "South" "Urban" 4 4 860 1940.25 0 1 1 0 0 1 1 0 0 "very low" 2 3 "SM" 5.578 9.5 2 1 0 0 20.76 20.76 14
"643" 116454 "South" "Urban" 4 5 1733.6 2248.416667 0 1 1 1 0 1 1 0 -996 "Low" 2 4 "SS" 1.977 5.32 4 0 0 1 44.19 44.19 18
"644" 116488 "South" "Rural" 4 7 1264 3101.416667 0 2 1 1 0 1 1 0 0 "Marginal" 1 5 "SM" 2.054 7.63 3 0 0 0 266.64 260.27 108
"645" 116533 "South" "Urban" 4 3 680 1540 0 1 1 1 0 1 1 0 -996 "Marginal" 1 4 "SM" 1.052 3.18 4 0 0 0 236.09 236.09 65
"646" 116593 "South" "Urban" 4 3 2166.66 1540 0 1 1 0 0 1 1 0 1 "very low" 2 1 "SS" 2.629 6.77 5 0 0 0 157.72 157.92 40
"647" 116595 "South" "Rural" 4 2 718 1281.166667 1 1 1 0 1 1 1 0 -996 "Low" 2 1 "SM" 7.703 14.85 3 1 0 0 28.3 28.3 9
"648" 116632 "Northeast" "Rural" 4 1 1447.563734 995.4166667 0 2 1 1 0 1 1 0 -996 "very low" 3 4 "SM" 16.994 27.97 4 0 0 0 11.7 11.42 6
"649" 116688 "South" "Urban" 4 4 1400 1940.25 0 1 1 0 0 1 1 0 1 "Low" 4 3 "SS" 1.244 4.37 1 1 0 0 212.33 70.34 36
"650" 116788 "South" "Rural" 4 2 1580.105377 1281.166667 0 2 1 1 1 1 1 0 -996 "Low" 2 5 "SM" 6.522 9.85 3 1 0 0 107.87 107.87 56
"651" 116828 "Midwest" "Urban" 4 1 619 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 1 "SS" 0.783 4.62 3 0 0 0 90.68 90.68 21
"652" 116888 "West" "Urban" 4 3 2109 1540 0 1 1 1 0 1 1 0 1 "very low" 3 5 "SM" 3.999 11.03 3 1 0 0 5.22 5.22 4
"653" 116959 "Midwest" "Urban" 4 3 4340 1496.583333 1 1 1 1 0 1 1 0 -996 "High" 2 4 "SS" 1.739 4.48 2 1 0 0 88.2 88.2 42
"654" 116965 "South" "Rural" 4 6 328 2556.5 0 3 1 0 0 1 1 0 -996 "Marginal" 3 4 "SM" 1.216 4.63 4 -997 0 0 151.29 147.2 70
"655" 116984 "South" "Urban" 4 2 2945.289302 1318.75 0 1 1 0 0 1 1 0 -996 "Low" 3 5 "SS" 1.32 7.53 2 1 0 0 79.58 79.58 31
"656" 117022 "West" "Urban" 4 3 3979.977727 1540 0 1 1 1 0 1 1 0 -996 "Low" 1 3 "SM" 2.058 4.63 3 1 0 0 335.1 306.67 81
"657" 117041 "Northeast" "Urban" 4 1 1041 917.5833333 0 1 1 1 0 1 1 1 -996 "High" 2 2 "SM" 3.483 5.57 5 0 0 0 96.52 60.83 55
"658" 117086 "South" "Urban" 4 4 3839.594373 1973.416667 0 1 3 1 0 1 1 0 -996 "High" 1 1 "SM" 5.205 8.88 3 1 0 0 39.66 31.3 32
"659" 117092 "South" "Urban" 4 2 300 1318.75 0 1 1 1 0 1 1 0 -996 "High" 2 1 "SM" 2.657 7.67 3 0 0 0 119.36 103.93 30
"660" 117130 "South" "Urban" 4 4 3056.45432 1973.416667 0 1 1 0 1 1 1 0 -996 "Marginal" 2 1 "SS" 11.922 20.18 2 1 0 0 87.02 80.83 33
"661" 117139 "West" "Urban" 4 4 4477.912383 1940.25 0 1 1 1 0 1 1 0 1 "High" 2 5 "SM" 1.287 4.32 1 1 0 0 269.19 33.62 13
"662" 117170 "South" "Urban" 4 6 25650 2691.5 0 1 1 1 0 1 1 0 0 "Marginal" 1 3 "SS" 0.746 2.63 4 0 0 0 259.61 259.61 65
"663" 117178 "West" "Rural" 4 4 1960 2005.75 1 2 1 1 0 1 1 0 -996 "High" 1 5 "SS" 12.739 18.43 4 0 0 0 45.01 7.39 9
"664" 117181 "West" "Rural" 4 5 3579.538499 2283.333333 1 2 1 1 0 1 1 0 -996 "High" 1 4 "SM" 2.438 7.48 2 1 0 0 168.69 140.25 86
"665" 117205 "Midwest" "Urban" 4 1 800 995.4166667 1 2 3 0 0 1 1 0 -996 "Marginal" 2 3 "SM" 0.32 2.3 3 0 0 0 8.34 8.34 9
"666" 117261 "South" "Urban" 4 4 3447 1973.416667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 5 "SS" 0.605 2.7 4 1 0 0 62.67 62.67 23
"667" 117278 "Midwest" "Urban" 4 6 3943 2637.25 0 1 1 1 0 1 1 0 1 "High" 1 3 "SS" 5.175 7.18 3 0 0 0 267.5 264.51 147
"668" 117309 "South" "Urban" 4 4 10698.0542 1940.25 0 1 1 1 0 1 1 0 0 "Marginal" 2 4 "SM" 1.447 4 3 0 0 0 47.96 47.96 3
"669" 117366 "Midwest" "Rural" 4 1 1029.65 917.5833333 0 2 3 1 0 1 1 0 -996 "High" 1 5 "SS" 23.18 29.7 4 0 0 0 118.65 62.17 39
"670" 117372 "South" "Urban" 4 3 1363 1540 0 1 1 1 0 1 1 0 -996 "High" 1 3 "SS" 2.395 6.45 4 1 0 0 30.97 30.97 11
"671" 117416 "West" "Urban" 4 1 2306.8 995.4166667 0 1 1 1 0 1 1 0 -996 "Low" 4 4 "SM" 2.692 6.4 2 1 0 0 148.77 148.77 60
"672" 117418 "South" "Rural" 4 3 0 1540 0 2 1 1 0 1 1 0 -996 "Marginal" 2 4 "SM" 20.593 30.52 3 0 0 0 317.13 302.21 98
"673" 117449 "Northeast" "Urban" 4 2 1288 1156.5 0 1 1 1 0 1 1 0 -996 "High" 1 5 "SM" 3.325 7.33 2 1 0 0 76.64 71.76 30
"674" 117454 "West" "Urban" 4 6 2450.839265 2556.5 0 1 1 1 0 1 1 0 -996 "High" 1 1 "SM" 0.333 1.75 3 0 0 0 134.03 134.03 42
"675" 117466 "West" "Urban" 4 2 1170.19 1281.166667 0 1 1 1 0 1 1 0 -996 "Low" 1 4 "SM" 1.483 5.27 2 1 0 0 160.99 160.99 29
"676" 117524 "Northeast" "Urban" 4 2 1680 1281.166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 4 "ME" 13.852 32.42 3 1 0 0 395.92 366.26 71
"677" 117545 "South" "Rural" 4 4 2100 1940.25 0 1 1 1 0 1 1 0 -996 "High" 1 3 "SS" 6.05 11.87 2 1 0 0 21.95 5.98 12
"678" 117588 "West" "Urban" 4 3 2091.027957 1496.583333 0 2 2 1 0 1 1 0 -996 "Marginal" 2 4 "SS" 0.833 3.87 4 0 0 0 43.12 43.12 18
"679" 117606 "South" "Rural" 4 2 2294 1281.166667 0 2 2 1 0 1 1 0 -996 "very low" 2 4 "SM" 9.24 17.17 4 0 0 0 49.39 49.39 21
"680" 117635 "West" "Urban" 4 2 0 1281.166667 0 1 1 0 0 1 1 0 -996 "very low" 4 2 "SM" 0.861 3.72 2 0 0 0 92.45 92.45 41
"681" 117663 "West" "Urban" 4 5 9152.590876 2340.583333 0 1 1 1 0 1 1 0 1 "Low" 1 5 "SM" 2.742 7.93 3 1 0 0 180.68 170.97 70
"682" 117667 "Midwest" "Rural" 4 2 4421 1156.5 0 2 1 1 0 1 1 0 -996 "High" 1 5 "SM" 4.194 8.4 4 0 0 0 74.3 70.12 25
"683" 117705 "South" "Urban" 4 1 697 995.4166667 0 1 1 0 0 1 1 0 -996 "Low" 4 4 "SM" 1.051 4.02 4 1 1 0 25.64 25.64 11
"684" 117707 "West" "Urban" 4 5 1941.338 2283.333333 0 1 1 1 0 1 1 0 1 "Marginal" 3 3 "SS" 2.23 6.2 3 0 0 0 93.32 91.87 53
"685" 117730 "Northeast" "Urban" 4 2 360 1318.75 0 1 1 0 0 1 1 0 -996 "Marginal" 2 1 "SM" 2.014 5.75 4 0 0 0 12 12 2
"686" 117778 "West" "Urban" 4 3 840 1541.5 0 1 1 1 1 1 1 0 1 "Low" 2 1 "MG" 30.739 32.02 3 1 0 0 21.14 12.84 18
"687" 117814 "West" "Urban" 4 4 2465 1940.25 0 2 1 1 0 1 1 0 1 "Marginal" 3 2 "SS" 5.046 15.38 4 0 0 0 3.67 3.67 1
"688" 117819 "Northeast" "Urban" 4 3 2451.214263 1541.5 1 1 1 1 0 1 1 0 -996 "Marginal" 1 1 "SS" 0.597 3.9 4 0 0 0 99.92 99.92 32
"689" 117837 "Midwest" "Urban" 4 12 3806.892583 3698.916667 0 1 1 1 0 1 1 0 0 "High" 1 5 "SS" 0.609 3.82 1 1 0 0 21.82 21.82 8
"690" 117853 "South" "Urban" 4 4 1386.67 1947 0 1 1 1 0 1 1 0 0 "Low" 2 3 "SS" 1.243 5.35 2 1 0 0 183.35 183.35 58
"691" 117990 "Midwest" "Urban" 4 1 0 995.4166667 0 3 1 0 0 1 1 0 -996 "High" 1 1 "CO" 2.159 5.25 2 1 0 0 18 18 19
"692" 118005 "South" "Urban" 4 1 1025 995.4166667 0 2 1 1 0 1 1 0 -996 "High" 1 5 "SS" 1.353 6 3 1 1 0 57.72 53.49 24
"693" 118028 "West" "Urban" 4 5 1548.713876 2283.333333 0 1 1 1 0 1 1 0 1 "Marginal" 2 1 "SM" 3.065 7.62 4 1 1 0 104.99 104.99 47
"694" 118048 "West" "Urban" 4 2 2118 1281.166667 0 1 1 1 0 1 1 0 -996 "very low" 2 5 "SS" 3.318 7.2 5 0 0 0 56.58 42.01 16
"695" 118061 "Northeast" "Urban" 4 6 2912 2556.5 0 1 1 1 0 1 1 0 -996 "High" 1 1 "CO" 2.674 7.02 3 1 0 1 271.9 268.9 120
"696" 118144 "West" "Urban" 4 5 0 2283.333333 0 1 1 0 0 1 1 0 1 "High" 1 2 "SS" 13.775 19.37 4 1 0 0 22.58 22.58 9
"697" 118152 "South" "Rural" 4 4 1157 1940.25 0 2 1 1 0 1 1 0 -996 "very low" 4 5 "SS" 8.039 10.77 2 1 0 1 168.57 168.57 66
"698" 118185 "South" "Urban" 4 2 975.2318402 1156.5 0 2 1 1 0 1 1 0 -996 "High" 1 1 "SM" 0.914 3.9 2 0 0 0 15.42 14.08 13
"699" 118217 "South" "Urban" 4 4 1784 1947 0 1 1 1 0 1 1 0 -996 "Low" 1 4 "SS" 3.055 7 4 0 0 0 102.98 102.98 31
"700" 118220 "Midwest" "Urban" 4 5 2000 2283.333333 0 3 1 1 0 1 1 0 1 "High" 1 5 "CO" 0.44 2.28 3 1 0 0 89.61 55.33 25
"701" 118238 "South" "Urban" 4 5 4038.634156 2248.416667 0 1 1 1 1 1 1 0 -996 "High" 1 2 "SS" 1.899 5.4 3 1 0 0 34.34 34.34 21
"702" 118245 "South" "Urban" 4 4 2400 2005.75 0 1 1 0 0 1 1 0 -996 "Marginal" 1 2 "SM" 1.402 3.52 3 0 0 0 65.55 65.55 27
"703" 118264 "Northeast" "Urban" 4 6 1347 2691.5 0 1 1 0 0 1 1 0 1 "Low" 3 3 "SS" 2.161 8.28 4 0 0 0 56.9 56.9 2
"704" 118303 "Midwest" "Urban" 4 5 831.338 2283.333333 1 1 1 0 0 1 1 0 -996 "Low" 2 5 "SS" 3.478 8.43 4 0 0 0 147.38 109.01 35
"705" 118323 "West" "Urban" 4 1 383.9271303 995.4166667 0 1 1 1 0 1 1 0 -996 "Low" 2 2 "SS" 3.336 7.83 4 0 0 0 28.42 28.42 9
"706" 118356 "Northeast" "Rural" 4 5 4450 2340.583333 0 2 3 1 0 1 1 0 1 "High" 2 3 "SS" 1.077 4.88 3 0 0 0 148.91 148.91 58
"707" 118358 "South" "Urban" 4 5 1800 2340.583333 0 1 1 1 0 1 1 0 1 "Low" 2 4 "SM" 3.78 8.07 1 1 0 0 194.51 192.73 74
"708" 118396 "Midwest" "Urban" 4 2 1049 1318.75 0 1 1 0 1 1 1 0 -996 "very low" 2 1 "SS" 3.182 11.15 4 0 0 0 159.81 159.81 86
"709" 118398 "Midwest" "Urban" 4 4 1553 1940.25 1 1 1 1 0 1 1 0 -996 "Marginal" 1 3 "SM" 1.257 4.52 3 0 0 0 341.5 341.5 79
"710" 118415 "South" "Urban" 4 2 548.8883113 1281.166667 0 1 1 0 0 1 1 1 -996 "very low" 2 4 "SS" 1.351 4.07 1 1 0 0 177 175.2 90
"711" 118439 "West" "Urban" 4 7 5827 3101.416667 0 2 1 1 0 1 1 0 0 "Marginal" 2 3 "SM" 4.001 8.07 4 0 0 0 97.66 93.34 34
"712" 118451 "South" "Rural" 4 1 871 995.4166667 0 2 1 1 0 1 1 0 -996 "Marginal" 2 4 "SS" 13.607 20.55 3 1 0 0 73.12 59.1 28
"713" 118463 "Midwest" "Urban" 4 4 2520 1940.25 0 1 1 1 0 1 1 0 -996 "High" 1 1 "SM" 2.889 11.02 5 0 0 0 14.12 14.12 10
"714" 118485 "South" "Urban" 4 2 1889 1156.5 0 2 1 1 0 1 1 0 -996 "High" 1 3 "SM" 0.539 2.18 3 0 0 0 53.03 53.03 17
"715" 118494 "Northeast" "Urban" 4 4 5306 2005.75 0 2 1 1 0 1 1 0 -996 "High" 1 1 "SS" 1.547 5.15 3 1 0 0 66.74 66.74 33
"716" 118522 "South" "Urban" 4 7 1300 3169.25 0 2 1 0 0 1 1 0 0 "Marginal" 1 1 "SS" 2.607 6.68 4 1 0 0 194.36 174.69 81
"717" 118555 "West" "Urban" 4 4 1298 1940.25 0 1 1 1 0 1 1 0 0 "High" 1 1 "SS" 0.381 1.63 5 0 0 0 108.8 98.5 41
"718" 118636 "Midwest" "Urban" 4 1 694 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 1 "SM" 1.348 4.05 5 0 0 0 109.94 105.47 51
"719" 118653 "Northeast" "Urban" 4 4 3030 1940.25 1 1 1 1 0 1 1 0 0 "Marginal" 1 2 "SM" 0.993 2.1 3 1 0 0 20.66 20.66 7
"720" 118685 "West" "Urban" 4 3 5957.33 1540 1 1 3 1 0 1 1 0 0 "High" 1 5 "SS" 1.182 3.85 2 1 0 1 56.48 56.48 16
"721" 118697 "West" "Urban" 4 5 840 2340.583333 1 2 1 1 0 1 1 0 -996 "High" 1 2 "SS" 6.827 12.9 4 0 0 0 23.64 23.64 8
"722" 118720 "Northeast" "Urban" 4 6 1921.67 2556.5 0 1 1 1 0 1 1 0 1 "Marginal" 1 4 "SM" 0.193 1 2 1 0 1 56.75 56.75 35
"723" 118763 "South" "Urban" 4 3 262 1541.5 0 2 1 1 0 1 1 0 -996 "High" 1 3 "SM" 2.017 5.23 5 0 0 0 161.78 153.86 90
"724" 118765 "South" "Rural" 4 1 0 995.4166667 0 1 1 0 0 1 1 0 -996 "High" 2 3 "SM" 1.452 5.42 3 0 0 0 122.91 122.91 52
"725" 118771 "Northeast" "Urban" 4 3 3380 1540 0 1 1 1 0 1 1 0 1 "Low" 1 1 "MG" 0.651 3.12 5 0 1 0 18.37 16 9
"726" 118821 "Midwest" "Urban" 4 1 197 995.4166667 0 1 1 1 0 1 1 0 -996 "Marginal" 2 1 "SS" 1.292 3.92 4 0 0 0 37.86 37.86 18
"727" 118825 "Midwest" "Urban" 4 3 1247 1541.5 0 1 1 0 0 1 1 0 -996 "High" 2 2 "SM" 6.065 8.22 3 0 0 0 241.85 241.85 64
"728" 118848 "South" "Urban" 4 1 718 995.4166667 0 1 1 1 0 1 1 0 -996 "High" 2 2 "SM" 2.269 6.05 3 0 0 0 41.59 41.19 27
"729" 118895 "West" "Rural" 4 3 530 1541.5 0 1 1 1 0 1 1 0 0 "Low" 2 2 "SS" 1.05 4.07 5 0 0 0 73.22 73.22 28
"730" 118951 "West" "Urban" 4 5 4080.06112 2248.416667 0 2 1 0 0 1 1 0 1 "Marginal" 2 3 "SM" 0.493 2.13 5 1 0 0 353.6 332.16 58
"731" 118956 "South" "Rural" 4 3 420 1540 0 2 1 1 0 1 1 0 -996 "High" 2 4 "SS" 8.519 15.1 4 0 0 0 49.58 49.58 15
"732" 118962 "West" "Urban" 4 6 169 2508.666667 0 1 1 0 0 1 1 0 0 "Low" 4 3 "SS" 0.135 1 2 1 0 0 137.31 116.25 53
"733" 118991 "West" "Urban" 4 3 1520.46 1540 1 1 1 1 1 1 1 0 -996 "very low" 3 3 "SM" 3.228 8.7 5 0 0 0 16.65 16.65 10
"734" 119008 "Northeast" "Urban" 4 1 803 995.4166667 0 1 1 1 0 1 1 0 -996 "Marginal" 2 3 "SS" 2.839 8.6 2 0 1 0 12.88 12.88 7
"735" 119023 "West" "Urban" 4 4 1000 2005.75 0 1 1 1 0 1 1 0 1 "Marginal" 2 4 "SM" 2.164 5.83 3 0 0 0 196.8 160.18 63
"736" 119062 "Northeast" "Urban" 4 5 1433.6 2340.583333 0 1 1 0 0 1 1 0 1 "Marginal" 1 3 "SM" 0.575 3.03 3 1 0 0 103.05 61.1 49
"737" 119097 "Midwest" "Urban" 4 8 1292 3489.666667 0 1 1 1 0 1 1 1 -996 "Low" 2 5 "SS" 0.15 1 4 0 0 0 692.8 677.28 198
"738" 119242 "West" "Urban" 4 7 5156.676 3101.416667 0 1 1 1 0 1 1 0 1 "High" 1 4 "SS" 1.254 3.58 3 0 0 0 15.22 15.22 7
"739" 119265 "Midwest" "Rural" 4 3 1350 1540 1 2 1 1 0 1 1 0 -996 "Low" 2 3 "SS" 18.62 27.13 3 1 0 0 93.01 93.01 31
"740" 119283 "Northeast" "Urban" 4 2 873.485587 1318.75 0 1 1 0 0 1 1 0 -996 "Marginal" 1 2 "SM" 1.581 6.78 3 1 0 0 66.22 66.22 25
"741" 119289 "Northeast" "Urban" 4 5 775 2248.416667 0 1 1 0 1 1 1 0 -996 "very low" 1 2 "SS" 0.419 3.05 3 0 0 0 80.48 70.48 34
"742" 119294 "South" "Urban" 4 2 2561.645956 1281.166667 0 1 1 1 0 1 1 0 -996 "High" 1 3 "SM" 0.327 2.22 4 0 0 0 104.63 104.63 49
"743" 119309 "West" "Rural" 4 5 1075 2248.416667 0 2 1 1 0 1 1 0 -996 "High" 1 5 "SS" 3.086 7.23 2 0 0 0 109.31 59.01 19
"744" 119368 "West" "Urban" 4 3 1702.97112 1496.583333 0 2 1 1 1 1 1 0 -996 "Low" 2 5 "SM" 3.373 8.15 3 0 0 0 113.82 113.82 73
"745" 119384 "Midwest" "Urban" 4 1 715 995.4166667 0 1 1 1 1 1 1 0 -996 "very low" 2 4 "SS" 1.703 5.8 5 0 0 0 7.83 7.83 5
"746" 119504 "Midwest" "Urban" 4 2 1034 1318.75 0 1 1 1 1 1 1 0 -996 "Low" 3 1 "SG" 1.951 5.72 4 1 0 1 42.28 42.28 22
"747" 119522 "South" "Rural" 4 4 4862.132133 2005.75 0 3 3 1 0 1 1 0 1 "High" 2 1 "SS" 5.829 9.88 2 0 0 0 112.66 43.2 12
"748" 119557 "South" "Urban" 4 3 300 1541.5 0 1 1 1 0 1 1 0 -996 "Marginal" 1 1 "SS" 0.567 2.1 5 0 0 0 47 18.47 13
"749" 119570 "South" "Urban" 4 3 2380 1540 0 1 1 1 1 1 1 0 1 "Marginal" 2 4 "SS" 0.997 2.95 3 0 0 0 79.17 53.43 29
"750" 119585 "West" "Urban" 4 7 600 2863.5 0 1 1 1 0 1 1 1 -996 "very low" 3 1 "SM" 0.706 2.9 3 1 0 0 158.47 158.47 30
"751" 119594 "South" "Urban" 4 6 2313.24557 2556.5 1 1 1 0 0 1 1 0 -996 "High" 1 3 "SM" 0.503 2.48 3 1 0 0 127.58 127.58 48
"752" 119603 "South" "Urban" 4 4 2588 2005.75 1 3 1 1 1 1 1 0 -996 "very low" 3 3 "CO" 1.72 6.25 2 0 0 0 78.11 69.74 29
"753" 119642 "South" "Urban" 4 7 3990 3101.416667 0 2 1 1 0 1 1 0 0 "High" 2 4 "SM" 1.027 4.32 4 1 0 0 204.62 204.62 99
"754" 119648 "South" "Urban" 4 4 1983.33 2005.75 0 2 1 1 0 1 1 0 -996 "Marginal" 1 5 "SS" 2.396 7.47 3 1 0 0 73.72 73.72 34
"755" 119694 "Northeast" "Rural" 4 2 946 1318.75 0 1 1 1 1 1 1 0 -996 "Low" 2 3 "SS" 4.794 10.67 3 0 0 0 18.34 4.97 7
"756" 119723 "South" "Rural" 4 2 1283.484314 1281.166667 0 1 3 1 0 1 1 0 0 "High" 1 5 "SM" 5.157 13.2 2 1 0 0 60.86 60.61 31
"757" 119750 "Midwest" "Urban" 4 1 16.31916377 995.4166667 0 1 1 1 0 1 1 0 -996 "Marginal" 1 1 "SS" 2.147 5.03 3 1 0 0 11.66 11.66 4
"758" 119829 "South" "Urban" 4 3 560 1541.5 0 1 1 0 0 1 1 0 0 "Marginal" 2 1 "SM" 1.371 3.73 2 0 0 0 84.11 84.11 36
"759" 119845 "Midwest" "Urban" 4 2 625.6437871 1281.166667 0 1 1 1 0 1 1 0 -996 "Marginal" 1 1 "SM" 1.214 3.42 3 0 0 0 55.24 55.24 36
"760" 119854 "Northeast" "Urban" 4 3 460 1541.5 0 1 1 0 0 1 1 0 -996 "High" 1 4 "SM" 0.725 2.83 4 0 0 0 265.65 265.65 41
"761" 119946 "Midwest" "Rural" 4 6 641.9342776 2556.5 1 2 1 1 0 1 1 0 1 "Low" 1 2 "SS" 23.328 27.22 3 0 0 0 56.48 34.86 18
"762" 119989 "South" "Urban" 4 3 1600 1541.5 0 1 1 1 0 1 1 0 -996 "Marginal" 1 3 "SM" 3.219 7.85 3 0 0 0 52.7 52.7 21
"763" 119991 "West" "Urban" 4 5 5369 2414.5 0 2 1 1 0 1 1 0 1 "High" 1 4 "SM" 3.5 7.8 3 1 0 0 61.75 61.75 27
"764" 120001 "Midwest" "Urban" 4 1 718 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 2 3 "SS" 0.783 4.62 3 0 0 0 36.54 36.54 10
"765" 120008 "South" "Rural" 4 5 4480 2414.5 1 2 1 1 1 1 1 0 -996 "High" 2 5 "SS" 10.101 17.72 3 0 0 0 181.66 181.43 86
"766" 120015 "Northeast" "Urban" 4 1 7611.224418 917.5833333 1 1 1 0 0 1 1 0 -996 "Low" 1 3 "SM" 1.734 6.68 4 0 0 0 17.98 13.5 5
